OCCUPANCY_DATE,SHELTER_NAME,SECTOR,OCCUPANCY,CAPACITY
2018-01-06,Christie Ossington Men's Hostel,Men,63,63
2018-01-06,Christie Ossington Men's Hostel,Men,30,30
2018-01-06,Christie Refugee Welcome Centre,Families,68,76
2018-01-06,Birchmount Residence,Men,59,60
2018-01-06,Birkdale Residence,Families,177,160
2018-01-06,Birkdale Residence,Families,166,205
2018-01-06,Birkdale Residence,Men,20,36
2018-01-06,Birkdale Residence,Co-ed,1,2
2018-01-06,Downsview Dells,Men,27,28
2018-01-06,Family Residence,Co-ed,0,0
2018-01-06,Family Residence,Families,218,252
2018-01-06,Family Residence,Families,55,48
2018-01-06,Family Residence,Families,177,110
2018-01-06,Family Residence,Families,121,125
2018-01-06,Fort York Residence,Co-ed,21,21
2018-01-06,Fort York Residence,Men,1,21
2018-01-06,Fort York Residence,Men,72,74
2018-01-06,Fort York Residence,Men,22,24
2018-01-06,Robertson House,Families,106,90
2018-01-06,S2H Assessment and Referral Ctre,Men,2,2
2018-01-06,S2H Assessment and Referral Ctre,Co-ed,39,40
2018-01-06,Seaton House,Men,26,28
2018-01-06,Seaton House,Men,27,27
2018-01-06,Seaton House,Men,79,80
2018-01-06,Seaton House,Men,60,64
2018-01-06,Seaton House,Men,232,240
2018-01-06,Seaton House,Men,19,42
2018-01-06,Seaton House,Men,100,100
2018-01-06,Women's Residence,Women,46,46
2018-01-06,Women's Residence,Women,10,10
2018-01-06,Women's Residence,Women,11,13
2018-01-06,Women's Residence,Women,95,103
2018-01-06,Cornerstone Place,Men,56,56
2018-01-06,Covenant House,Youth,2,2
2018-01-06,Covenant House,Youth,92,94
2018-01-06,Covenant House,Youth,28,28
2018-01-06,Dixon Hall - Heyworth House,Co-ed,9,9
2018-01-06,Dixon Hall - Heyworth House,Co-ed,72,74
2018-01-06,Dixon Hall - Schoolhouse,Men,42,42
2018-01-06,Eva's Phoenix,Youth,49,50
2018-01-06,Eva's Place,Youth,39,40
2018-01-06,Eva's Satellite,Youth,30,32
2018-01-06,Eva's Satellite,Youth,1,1
2018-01-06,Fife House Transitional Program,Co-ed,5,5
2018-01-06,Fife House Transitional Program,Co-ed,11,11
2018-01-06,FV Women's Transition to Housing,Women,22,23
2018-01-06,FV Women's Transition to Housing,Women,37,37
2018-01-06,Fred Victor Women's Hostel,Women,4,4
2018-01-06,Fred Victor Women's Hostel,Women,41,42
2018-01-06,"Fred Victor, BUS",Co-ed,10,10
2018-01-06,"Fred Victor, BUS",Co-ed,60,60
2018-01-06,Good Shepherd Centre,Men,5,5
2018-01-06,Good Shepherd Centre,Men,70,70
2018-01-06,Good Shepherd Centre,Men,25,25
2018-01-06,HFS - Kennedy Shelter,Women,88,90
2018-01-06,HFS - Savard's Womens' Shelter,Women,25,30
2018-01-06,HFS - Scarborough Shelter,Co-ed,67,67
2018-01-06,HFS - Strachan House,Co-ed,5,5
2018-01-06,HFS - Strachan House,Co-ed,82,83
2018-01-06,Horizons for Youth,Youth,41,45
2018-01-06,Kennedy House Youth shelter,Youth,40,40
2018-01-06,Na-Me-Res,Men,71,71
2018-01-06,Na-Me-Res,Men,20,20
2018-01-06,Eagles Nest Transition House,Youth,11,12
2018-01-06,SVDP - Amelie House,Women,20,22
2018-01-06,SVDP - Elisa House,Women,40,40
2018-01-06,SVDP - Mary's Home,Women,6,6
2018-01-06,SVDP - Mary's Home,Women,38,38
2018-01-06,SVDP - St. Clare's Residence,Women,29,30
2018-01-06,St. Simon's Shelter,Men,5,5
2018-01-06,St. Simon's Shelter,Men,56,57
2018-01-06,Street Haven,Women,46,46
2018-01-06,Street Haven,Women,4,4
2018-01-06,Sojourn House,Families,90,76
2018-01-07,Family Residence,Families,52,50
2018-01-06,Sojourn House,Co-ed,85,85
2018-01-06,Salvation Army - Evangeline Res,Women,9,9
2018-01-06,Salvation Army - Evangeline Res,Women,90,90
2018-01-06,Salvation Army - Florence Booth,Women,3,4
2018-01-06,Salvation Army - Florence Booth,Women,59,60
2018-01-06,Salvation Army - Gateway,Men,12,12
2018-01-06,Salvation Army - Gateway,Men,108,108
2018-01-06,Salvation Army - Hope,Men,0,0
2018-01-06,Salvation Army - Hope,Men,0,0
2018-01-06,Salvation Army - Maxwell Meighen,Men,45,45
2018-01-06,Salvation Army - Maxwell Meighen,Men,18,18
2018-01-06,Salvation Army - Maxwell Meighen,Men,248,270
2018-01-06,Salvation Army - Maxwell Meighen,Men,10,10
2018-01-06,Scott Mission Men's Ministry,Men,19,19
2018-01-06,Scott Mission Men's Ministry,Men,53,53
2018-01-06,Toronto Community Hostel,Co-ed,12,13
2018-01-06,Toronto Community Hostel,Families,11,14
2018-01-06,Turning Point Youth Services,Youth,35,35
2018-01-06,Univ Settlement House - OOTC,Co-ed,77,85
2018-01-06,Red Door Queen Street,Families,99,98
2018-01-06,YMCA House,Youth,40,40
2018-01-06,YMCA Sprott House,Youth,24,25
2018-01-06,YWCA - First Stop Woodlawn,Women,28,28
2018-01-06,YWCA - First Stop Woodlawn,Youth,28,28
2018-01-06,Youth Without Shelter,Youth,33,33
2018-01-06,Youth Without Shelter,Youth,19,20
2018-01-07,COSTI Reception Centre,Families,308,330
2018-01-07,COSTI Reception Centre,Co-ed,13,25
2018-01-07,COSTI Reception Centre,Families,321,400
2018-01-07,COSTI Reception Centre,Co-ed,16,16
2018-01-07,Christie Ossington Men's Hostel,Men,5,17
2018-01-07,Christie Ossington Men's Hostel,Men,63,63
2018-01-07,Christie Ossington Men's Hostel,Men,30,30
2018-01-07,Christie Refugee Welcome Centre,Families,64,76
2018-01-07,Birchmount Residence,Men,60,60
2018-01-07,Birkdale Residence,Families,177,160
2018-01-07,Birkdale Residence,Families,178,205
2018-01-07,Birkdale Residence,Men,20,36
2018-01-07,Birkdale Residence,Co-ed,2,2
2018-01-07,Downsview Dells,Men,27,28
2018-01-07,Family Residence,Co-ed,0,0
2018-01-07,Family Residence,Families,218,252
2018-01-07,Family Residence,Families,52,48
2018-01-07,Family Residence,Families,180,110
2018-01-07,Family Residence,Families,121,125
2018-01-07,Fort York Residence,Co-ed,21,21
2018-01-07,Fort York Residence,Men,0,21
2018-01-07,Fort York Residence,Men,72,74
2018-01-07,Fort York Residence,Men,22,24
2018-01-07,Robertson House,Families,106,90
2018-01-07,S2H Assessment and Referral Ctre,Men,2,2
2018-01-07,S2H Assessment and Referral Ctre,Co-ed,39,40
2018-01-07,Seaton House,Men,27,28
2018-01-07,Seaton House,Men,26,27
2018-01-07,Seaton House,Men,80,80
2018-01-07,Seaton House,Men,60,64
2018-01-07,Seaton House,Men,230,240
2018-01-07,Seaton House,Men,26,42
2018-01-07,Seaton House,Men,100,100
2018-01-07,Women's Residence,Women,46,46
2018-01-07,Women's Residence,Women,10,10
2018-01-07,Women's Residence,Women,11,13
2018-01-07,Women's Residence,Women,93,103
2018-01-07,Cornerstone Place,Men,56,56
2018-01-07,Covenant House,Youth,2,2
2018-01-07,Covenant House,Youth,93,94
2018-01-07,Covenant House,Youth,28,28
2018-01-07,Dixon Hall - Heyworth House,Co-ed,9,9
2018-01-07,Dixon Hall - Heyworth House,Co-ed,70,74
2018-01-07,Dixon Hall - Schoolhouse,Men,42,42
2018-01-07,Eva's Phoenix,Youth,49,50
2018-01-07,Eva's Place,Youth,40,40
2018-01-07,Eva's Satellite,Youth,30,32
2018-01-07,Eva's Satellite,Youth,1,1
2018-01-07,Fife House Transitional Program,Co-ed,5,5
2018-01-07,Fife House Transitional Program,Co-ed,11,11
2018-01-07,FV Women's Transition to Housing,Women,22,23
2018-01-07,FV Women's Transition to Housing,Women,37,37
2018-01-07,Fred Victor Women's Hostel,Women,4,4
2018-01-07,Fred Victor Women's Hostel,Women,41,42
2018-01-07,"Fred Victor, BUS",Co-ed,10,10
2018-01-07,"Fred Victor, BUS",Co-ed,60,60
2018-01-07,Good Shepherd Centre,Men,5,5
2018-01-07,Good Shepherd Centre,Men,70,70
2018-01-07,Good Shepherd Centre,Men,25,25
2018-01-07,HFS - Kennedy Shelter,Women,87,90
2018-01-07,HFS - Savard's Womens' Shelter,Women,26,30
2018-01-07,HFS - Scarborough Shelter,Co-ed,67,67
2018-01-07,HFS - Strachan House,Co-ed,5,5
2018-01-07,HFS - Strachan House,Co-ed,82,83
2018-01-07,Horizons for Youth,Youth,41,45
2018-01-07,Kennedy House Youth shelter,Youth,40,40
2018-01-07,Na-Me-Res,Men,71,71
2018-01-07,Na-Me-Res,Men,19,20
2018-01-07,Eagles Nest Transition House,Youth,11,12
2018-01-07,SVDP - Amelie House,Women,20,22
2018-01-07,SVDP - Elisa House,Women,39,40
2018-01-07,SVDP - Mary's Home,Women,6,6
2018-01-07,SVDP - Mary's Home,Women,38,38
2018-01-07,SVDP - St. Clare's Residence,Women,29,30
2018-01-07,St. Simon's Shelter,Men,5,5
2018-01-07,St. Simon's Shelter,Men,57,57
2018-01-07,Street Haven,Women,46,46
2018-01-07,Street Haven,Women,4,4
2018-01-07,Sojourn House,Families,90,76
2018-01-08,Toronto Community Hostel,Co-ed,12,13
2018-01-07,Sojourn House,Co-ed,85,85
2018-01-07,Salvation Army - Evangeline Res,Women,9,9
2018-01-07,Salvation Army - Evangeline Res,Women,90,90
2018-01-07,Salvation Army - Florence Booth,Women,4,4
2018-01-07,Salvation Army - Florence Booth,Women,59,60
2018-01-07,Salvation Army - Gateway,Men,12,12
2018-01-07,Salvation Army - Gateway,Men,108,108
2018-01-07,Salvation Army - Hope,Men,0,0
2018-01-07,Salvation Army - Hope,Men,0,0
2018-01-07,Salvation Army - Maxwell Meighen,Men,45,45
2018-01-07,Salvation Army - Maxwell Meighen,Men,17,18
2018-01-07,Salvation Army - Maxwell Meighen,Men,259,270
2018-01-07,Salvation Army - Maxwell Meighen,Men,10,10
2018-01-07,Scott Mission Men's Ministry,Men,19,19
2018-01-07,Scott Mission Men's Ministry,Men,53,53
2018-01-07,Toronto Community Hostel,Co-ed,12,13
2018-01-07,Toronto Community Hostel,Families,11,14
2018-01-07,Turning Point Youth Services,Youth,35,35
2018-01-07,Univ Settlement House - OOTC,Co-ed,67,85
2018-01-07,Red Door Queen Street,Families,99,98
2018-01-07,YMCA House,Youth,39,40
2018-01-07,YMCA Sprott House,Youth,24,25
2018-01-07,YWCA - First Stop Woodlawn,Women,28,28
2018-01-07,YWCA - First Stop Woodlawn,Youth,28,28
2018-01-07,Youth Without Shelter,Youth,33,33
2018-01-07,Youth Without Shelter,Youth,19,20
2018-01-08,COSTI Reception Centre,Families,313,330
2018-01-08,COSTI Reception Centre,Co-ed,13,25
2018-01-08,COSTI Reception Centre,Families,371,400
2018-01-08,COSTI Reception Centre,Co-ed,16,16
2018-01-08,Christie Ossington Men's Hostel,Men,5,17
2018-01-08,Christie Ossington Men's Hostel,Men,62,63
2018-01-08,Christie Ossington Men's Hostel,Men,30,30
2018-01-08,Christie Refugee Welcome Centre,Families,65,76
2018-01-08,Birchmount Residence,Men,60,60
2018-01-08,Birkdale Residence,Families,177,160
2018-01-08,Birkdale Residence,Families,176,205
2018-01-08,Birkdale Residence,Men,20,36
2018-01-08,Birkdale Residence,Co-ed,2,2
2018-01-08,Downsview Dells,Men,27,28
2018-01-08,Family Residence,Families,214,252
2018-01-08,Family Residence,Families,54,48
2018-01-08,Family Residence,Families,180,110
2018-01-08,Family Residence,Families,49,50
2018-01-08,Family Residence,Families,117,125
2018-01-08,Fort York Residence,Co-ed,21,21
2018-01-08,Fort York Residence,Men,0,21
2018-01-08,Fort York Residence,Men,73,74
2018-01-08,Fort York Residence,Men,21,24
2018-01-08,Robertson House,Families,108,90
2018-01-08,S2H Assessment and Referral Ctre,Men,2,2
2018-01-08,S2H Assessment and Referral Ctre,Co-ed,39,40
2018-01-08,Seaton House,Men,28,28
2018-01-08,Seaton House,Men,27,27
2018-01-08,Seaton House,Men,79,80
2018-01-08,Seaton House,Men,61,64
2018-01-08,Seaton House,Men,227,240
2018-01-08,Seaton House,Men,25,42
2018-01-08,Seaton House,Men,100,100
2018-01-08,Women's Residence,Women,46,46
2018-01-08,Women's Residence,Women,10,10
2018-01-08,Women's Residence,Women,12,13
2018-01-08,Women's Residence,Women,94,103
2018-01-08,Cornerstone Place,Men,56,56
2018-01-08,Covenant House,Youth,2,2
2018-01-08,Covenant House,Youth,94,94
2018-01-08,Covenant House,Youth,28,28
2018-01-08,Dixon Hall - Heyworth House,Co-ed,9,9
2018-01-08,Dixon Hall - Heyworth House,Co-ed,70,74
2018-01-08,Dixon Hall - Schoolhouse,Men,42,42
2018-01-08,Eva's Phoenix,Youth,49,50
2018-01-08,Eva's Place,Youth,39,40
2018-01-08,Eva's Satellite,Youth,32,32
2018-01-08,Eva's Satellite,Youth,1,1
2018-01-08,Fife House Transitional Program,Co-ed,5,5
2018-01-08,Fife House Transitional Program,Co-ed,11,11
2018-01-08,FV Women's Transition to Housing,Women,22,23
2018-01-08,FV Women's Transition to Housing,Women,37,37
2018-01-08,Fred Victor Women's Hostel,Women,4,4
2018-01-08,Fred Victor Women's Hostel,Women,41,42
2018-01-08,"Fred Victor, BUS",Co-ed,10,10
2018-01-08,"Fred Victor, BUS",Co-ed,60,60
2018-01-08,Good Shepherd Centre,Men,5,5
2018-01-08,Good Shepherd Centre,Men,70,70
2018-01-08,Good Shepherd Centre,Men,24,25
2018-01-08,HFS - Kennedy Shelter,Women,89,90
2018-01-08,HFS - Savard's Womens' Shelter,Women,27,30
2018-01-08,HFS - Scarborough Shelter,Co-ed,65,67
2018-01-08,HFS - Strachan House,Co-ed,5,5
2018-01-08,HFS - Strachan House,Co-ed,82,83
2018-01-08,Horizons for Youth,Youth,43,45
2018-01-08,Kennedy House Youth shelter,Youth,40,40
2018-01-08,Na-Me-Res,Men,70,71
2018-01-08,Na-Me-Res,Men,19,20
2018-01-08,Eagles Nest Transition House,Youth,11,12
2018-01-08,SVDP - Amelie House,Women,20,22
2018-01-08,SVDP - Elisa House,Women,40,40
2018-01-08,SVDP - Mary's Home,Women,6,6
2018-01-08,SVDP - Mary's Home,Women,37,38
2018-01-08,SVDP - St. Clare's Residence,Women,30,30
2018-01-08,St. Simon's Shelter,Men,5,5
2018-01-08,St. Simon's Shelter,Men,57,57
2018-01-08,Street Haven,Women,46,46
2018-01-08,Street Haven,Women,4,4
2018-01-08,Sojourn House,Families,90,76
2018-01-08,Toronto Community Hostel,Families,11,14
2018-01-08,Sojourn House,Co-ed,85,85
2018-01-08,Salvation Army - Evangeline Res,Women,8,9
2018-01-08,Salvation Army - Evangeline Res,Women,88,90
2018-01-08,Salvation Army - Florence Booth,Women,4,4
2018-01-08,Salvation Army - Florence Booth,Women,56,60
2018-01-08,Salvation Army - Gateway,Men,12,12
2018-01-08,Salvation Army - Gateway,Men,107,108
2018-01-08,Salvation Army - Maxwell Meighen,Men,45,45
2018-01-08,Salvation Army - Maxwell Meighen,Men,17,18
2018-01-08,Salvation Army - Maxwell Meighen,Men,260,270
2018-01-08,Salvation Army - Maxwell Meighen,Men,10,10
2018-01-08,Salvation Army - New Hope Leslie,Men,14,60
2018-01-08,Scott Mission Men's Ministry,Men,19,19
2018-01-08,Scott Mission Men's Ministry,Men,53,53
2018-01-08,Turning Point Youth Services,Youth,34,35
2018-01-08,Univ Settlement House - OOTC,Co-ed,0,85
2018-01-08,Red Door Queen Street,Families,98,98
2018-01-08,YMCA House,Youth,40,40
2018-01-08,YMCA Sprott House,Youth,23,25
2018-01-08,YWCA - First Stop Woodlawn,Women,28,28
2018-01-08,YWCA - First Stop Woodlawn,Youth,28,28
2018-01-08,Youth Without Shelter,Youth,32,33
2018-01-08,Youth Without Shelter,Youth,20,20
2018-01-09,COSTI Reception Centre,Families,308,330
2018-01-09,COSTI Reception Centre,Co-ed,13,25
2018-01-09,COSTI Reception Centre,Families,369,400
2018-01-09,COSTI Reception Centre,Co-ed,16,16
2018-01-09,Christie Ossington Men's Hostel,Men,5,17
2018-01-09,Christie Ossington Men's Hostel,Men,60,63
2018-01-09,Christie Ossington Men's Hostel,Men,30,30
2018-01-09,Christie Refugee Welcome Centre,Families,69,76
2018-01-09,Birchmount Residence,Men,60,60
2018-01-09,Birkdale Residence,Families,175,160
2018-01-09,Birkdale Residence,Families,167,205
2018-01-09,Birkdale Residence,Men,20,36
2018-01-09,Birkdale Residence,Co-ed,2,2
2018-01-09,Downsview Dells,Men,26,28
2018-01-09,Family Residence,Families,214,252
2018-01-09,Family Residence,Families,57,48
2018-01-09,Family Residence,Families,180,110
2018-01-09,Family Residence,Families,53,50
2018-01-09,Family Residence,Families,121,125
2018-01-09,Fort York Residence,Co-ed,21,21
2018-01-09,Fort York Residence,Men,0,21
2018-01-09,Fort York Residence,Men,22,24
2018-01-09,Robertson House,Families,108,90
2018-01-09,S2H Assessment and Referral Ctre,Men,2,2
2018-01-09,S2H Assessment and Referral Ctre,Co-ed,38,40
2018-01-09,Seaton House,Men,28,28
2018-01-09,Seaton House,Men,27,27
2018-01-09,Seaton House,Men,78,80
2018-01-09,Seaton House,Men,63,64
2018-01-09,Seaton House,Men,229,240
2018-01-09,Seaton House,Men,24,42
2018-01-09,Seaton House,Men,100,100
2018-01-09,Women's Residence,Women,46,46
2018-01-09,Women's Residence,Women,9,10
2018-01-09,Women's Residence,Women,12,13
2018-01-09,Women's Residence,Women,101,103
2018-07-15,Eva's Phoenix,Youth,46,50
2018-01-09,Covenant House,Youth,2,2
2018-01-09,Covenant House,Youth,92,94
2018-01-09,Covenant House,Youth,28,28
2018-01-09,Dixon Hall - Heyworth House,Co-ed,9,9
2018-01-09,Dixon Hall - Heyworth House,Co-ed,71,74
2018-01-09,Dixon Hall - Schoolhouse,Men,42,42
2018-01-09,Eva's Phoenix,Youth,50,50
2018-01-09,Eva's Place,Youth,38,40
2018-01-09,Eva's Satellite,Youth,32,32
2018-01-09,Eva's Satellite,Youth,1,1
2018-01-09,Fife House Transitional Program,Co-ed,5,5
2018-01-09,Fife House Transitional Program,Co-ed,11,11
2018-01-09,FV Women's Transition to Housing,Women,22,23
2018-01-09,FV Women's Transition to Housing,Women,37,37
2018-01-09,Fred Victor Women's Hostel,Women,4,4
2018-01-09,Fred Victor Women's Hostel,Women,40,42
2018-01-09,"Fred Victor, BUS",Co-ed,10,10
2018-01-09,"Fred Victor, BUS",Co-ed,60,60
2018-01-09,Good Shepherd Centre,Men,5,5
2018-01-09,Good Shepherd Centre,Men,68,70
2018-01-09,Good Shepherd Centre,Men,24,25
2018-01-09,HFS - Kennedy Shelter,Women,88,90
2018-01-09,HFS - Savard's Womens' Shelter,Women,29,30
2018-01-09,HFS - Scarborough Shelter,Co-ed,64,67
2018-01-09,HFS - Strachan House,Co-ed,5,5
2018-01-09,HFS - Strachan House,Co-ed,81,83
2018-01-09,Horizons for Youth,Youth,44,45
2018-01-09,Kennedy House Youth shelter,Youth,40,40
2018-01-09,Na-Me-Res,Men,70,71
2018-01-09,Na-Me-Res,Men,19,20
2018-01-09,Eagles Nest Transition House,Youth,11,12
2018-01-09,SVDP - Amelie House,Women,20,22
2018-01-09,SVDP - Elisa House,Women,40,40
2018-01-09,SVDP - Mary's Home,Women,6,6
2018-01-09,SVDP - Mary's Home,Women,38,38
2018-01-09,SVDP - St. Clare's Residence,Women,29,30
2018-01-09,St. Simon's Shelter,Men,5,5
2018-01-09,St. Simon's Shelter,Men,56,57
2018-01-09,Street Haven,Women,45,46
2018-01-09,Street Haven,Women,4,4
2018-01-09,Sojourn House,Families,90,76
2018-01-09,Sojourn House,Co-ed,85,85
2018-01-09,Salvation Army - Evangeline Res,Women,8,9
2018-01-09,Salvation Army - Evangeline Res,Women,90,90
2018-01-09,Salvation Army - Florence Booth,Women,3,4
2018-01-09,Salvation Army - Florence Booth,Women,58,60
2018-01-09,Salvation Army - Gateway,Men,12,12
2018-01-09,Salvation Army - Gateway,Men,107,108
2018-01-09,Salvation Army - Maxwell Meighen,Men,44,45
2018-01-09,Salvation Army - Maxwell Meighen,Men,15,18
2018-01-09,Salvation Army - Maxwell Meighen,Men,265,270
2018-01-09,Salvation Army - Maxwell Meighen,Men,10,10
2018-01-09,Salvation Army - New Hope Leslie,Men,22,60
2018-01-09,Scott Mission Men's Ministry,Men,19,19
2018-01-09,Scott Mission Men's Ministry,Men,53,53
2018-01-09,Toronto Community Hostel,Co-ed,12,13
2018-01-09,Toronto Community Hostel,Families,11,14
2018-01-09,Turning Point Youth Services,Youth,35,35
2018-01-09,Univ Settlement House - OOTC,Co-ed,0,85
2018-01-09,Red Door Queen Street,Families,98,98
2018-01-09,YMCA House,Youth,39,40
2018-01-09,YMCA Sprott House,Youth,23,25
2018-01-09,YWCA - First Stop Woodlawn,Women,28,28
2018-01-09,YWCA - First Stop Woodlawn,Youth,27,28
2018-01-09,Youth Without Shelter,Youth,33,33
2018-01-09,Youth Without Shelter,Youth,20,20
2018-01-10,COSTI Reception Centre,Families,304,330
2018-01-10,COSTI Reception Centre,Co-ed,13,25
2018-01-10,COSTI Reception Centre,Families,369,400
2018-01-10,COSTI Reception Centre,Co-ed,16,16
2018-01-10,Christie Ossington Men's Hostel,Men,5,17
2018-01-10,Christie Ossington Men's Hostel,Men,63,63
2018-01-10,Fort York Residence,Men,23,24
2018-01-10,Christie Ossington Men's Hostel,Men,30,30
2018-01-10,Christie Refugee Welcome Centre,Families,69,76
2018-01-10,Birchmount Residence,Men,59,60
2018-01-10,Birkdale Residence,Families,173,160
2018-01-10,Birkdale Residence,Families,172,205
2018-01-10,Birkdale Residence,Men,20,36
2018-01-10,Birkdale Residence,Co-ed,2,2
2018-01-10,Downsview Dells,Men,24,28
2018-01-10,Family Residence,Families,214,252
2018-01-10,Family Residence,Families,57,48
2018-01-10,Family Residence,Families,180,110
2018-01-10,Family Residence,Families,55,50
2018-01-10,Family Residence,Families,121,125
2018-01-10,Fort York Residence,Co-ed,21,21
2018-01-10,Fort York Residence,Men,0,21
2018-01-10,S2H Assessment and Referral Ctre,Men,2,2
2018-01-10,S2H Assessment and Referral Ctre,Co-ed,39,40
2018-01-10,Seaton House,Men,28,28
2018-01-10,Seaton House,Men,27,27
2018-01-10,Seaton House,Men,79,80
2018-01-10,Seaton House,Men,63,64
2018-01-10,Seaton House,Men,238,240
2018-01-10,Seaton House,Men,7,42
2018-01-10,Seaton House,Men,100,100
2018-01-10,Women's Residence,Women,46,46
2018-01-10,Women's Residence,Women,10,10
2018-01-10,Women's Residence,Women,11,13
2018-01-10,Women's Residence,Women,98,103
2018-01-10,Cornerstone Place,Men,56,56
2018-01-10,Covenant House,Youth,2,2
2018-01-10,Covenant House,Youth,92,94
2018-01-10,Covenant House,Youth,28,28
2018-01-10,Dixon Hall - Heyworth House,Co-ed,9,9
2018-01-10,Dixon Hall - Heyworth House,Co-ed,71,74
2018-01-10,Dixon Hall - Schoolhouse,Men,41,42
2018-01-10,Eva's Phoenix,Youth,50,50
2018-01-10,Eva's Place,Youth,39,40
2018-01-10,Eva's Satellite,Youth,32,32
2018-01-10,Eva's Satellite,Youth,1,1
2018-01-10,Fife House Transitional Program,Co-ed,5,5
2018-01-10,Fife House Transitional Program,Co-ed,11,11
2018-01-10,FV Women's Transition to Housing,Women,22,23
2018-01-10,FV Women's Transition to Housing,Women,37,37
2018-01-10,Fred Victor Women's Hostel,Women,4,4
